Unnamed: 0,user,smogList,fleschRList,ariList,complexList,colemanList,charList,fleschKList,sentencesList,gunningList,wordsList,smogIList,syllablesList
487823,tholt-j,16.527,37.198,20.427,11.0,9.032,371.0,19.002,2.0,22.4,88.0,15.845,130.0
487824,tholt-j,18.244,28.761,23.48,21.0,9.723,637.0,21.421,3.0,25.2,147.0,17.491,223.0
487825,tholt-j,10.035,66.316,7.55,19.0,8.619,971.0,8.309,13.0,10.0,225.0,9.622,327.0
487826,tholt-j,18.774,25.161,24.855,30.0,9.723,897.0,22.606,4.0,26.0,207.0,18.0,316.0
487827,tholt-j,17.122,32.502,23.015,36.0,9.142,1245.0,20.899,6.0,24.4,294.0,16.416,433.0
487828,tholt-j,7.957,71.831,4.335,5.0,7.668,203.0,4.731,7.0,6.8,42.0,7.629,64.0
487829,tholt-j,10.126,74.826,8.222,9.0,8.297,490.0,7.584,6.0,10.4,115.0,9.708,153.0
487830,tholt-j,15.903,40.471,19.485,45.0,9.382,1599.0,17.938,9.0,21.2,374.0,15.247,549.0
487831,tholt-j,16.03,39.293,20.043,51.0,9.552,1825.0,18.312,10.0,21.6,424.0,15.369,624.0
487832,tholt-j,12.995,21.75325,14.23625,117.0,10.14075,3157.0,13.133000000000001,20.0,15.3,627.0,12.45925,1067.0
487833,tholt-j,6.9625,24.382,8.467,25.0,4.8775,1089.0,7.683,7.0,8.8,251.0,6.6755,361.0
487834,tholt-j,7.3785,21.4835,9.6485,29.0,5.1045,1232.0,8.584,7.0,9.8,279.0,7.074,407.0
487835,tholt-j,7.7665,18.6055,10.774,33.0,5.2615,1372.0,9.482,7.0,10.6,307.0,7.446,454.0
487836,tholt-j,8.99,76.745,7.074,20.0,8.414,1357.0,6.7,19.0,8.8,317.0,8.62,424.0
487837,tholt-j,18.53425,-33.52975,40.76875,100.0,9.75775,3011.0,34.17875,13.0,36.2,609.0,17.77025,1043.0
487838,tholt-j,10.794,74.808,7.185,9.0,8.605,358.0,6.949,5.0,10.4,83.0,10.348,113.0
487839,tholt-j,13.024,63.02,10.098,3.0,6.996,101.0,10.68,1.0,14.8,25.0,12.487,35.0
487840,tholt-j,7.356,21.3805,9.136,37.0,5.357,1499.0,8.2435,9.0,9.6,333.0,7.053,498.0
487841,tholt-j,8.031,17.125,11.141,41.0,5.324,1621.0,9.846,8.0,11.2,361.0,7.7,541.0
487842,tholt-j,11.3325,30.4115,14.945,67.0,7.43875,2660.0,13.35075,17.0,15.5,602.0,10.86525,886.0
487843,tholt-j,11.35175,29.83925,14.87125,68.0,7.238250000000001,2627.0,13.37425,17.0,15.4,593.0,10.8835,880.0
487844,tholt-j,11.25075,32.0035,13.76275,75.0,7.4345,2828.0,12.543,18.0,14.7,640.0,10.78675,950.0
487845,tholt-j,12.07325,25.88075,16.681,76.0,7.660500000000001,2838.0,14.85675,16.0,16.9,643.0,11.5755,956.0
487846,tholt-j,11.208,63.695,8.317,16.0,10.395,591.0,8.35,8.0,11.2,128.0,10.746,192.0
487847,tholt-j,4.148,39.5025,2.205,18.0,2.8515,1237.0,2.87,22.0,3.8,310.0,3.977,416.0
487848,tholt-j,13.024,47.037,13.127,3.0,10.158,119.0,13.158,1.0,14.8,26.0,12.487,41.0
487849,tholt-j,14.555,29.494,26.623,4.0,9.902,240.0,22.809,1.0,24.8,55.0,13.954,79.0
487850,tholt-j,12.65,58.315,9.79,25.0,10.64,778.0,9.735,9.0,12.8,167.0,12.129,256.0
487851,tholt-j,12.389500000000002,24.43225,17.1935,84.0,7.505,3007.0,15.2755,17.0,17.6,678.0,11.8785,1014.0
487852,tholt-j,10.65,68.109,8.774,26.0,9.174,1248.0,8.446,15.0,10.8,283.0,10.211,400.0
487853,tholt-j,18.511,17.341,27.497,29.0,14.121,1016.0,23.262,4.0,25.6,200.0,17.748,328.0
487854,tholt-j,10.30675,32.2065,8.616499999999998,86.0,9.109,2342.0,8.9945,24.0,11.100000000000001,456.0,9.881499999999999,797.0
487855,tholt-j,9.516,70.383,8.961,5.0,6.824,369.0,9.156,4.0,11.2,92.0,9.124,123.0
487856,tholt-j,11.208,63.981,6.747,18.0,8.196,587.0,8.006,9.0,10.8,133.0,10.746,201.0
487857,tholt-j,12.485499999999998,25.712,16.36525,92.0,7.796,3205.0,14.6695,17.0,17.0,721.0,11.970749999999999,1084.0
487858,tholt-j,7.794,85.849,3.077,4.0,5.76,272.0,4.101,6.0,6.4,68.0,7.472,88.0
487859,tholt-j,8.495,83.067,4.067,15.0,5.919,894.0,4.917,17.0,7.6,222.0,8.145,290.0
487860,tholt-j,8.14,83.5,4.896,10.0,6.272,752.0,5.129,13.0,7.6,184.0,7.804,237.0
487861,tholt-j,11.623,64.389,9.059,42.0,8.428,1679.0,9.404,19.0,12.0,392.0,11.143,563.0
487862,tholt-j,5.063,34.745,4.9285,15.0,3.941,968.0,4.653,10.0,5.8,231.0,4.854,311.0
487863,tholt-j,9.236,73.926,6.033,16.0,6.736,967.0,7.242,14.0,9.2,242.0,8.855,330.0
487864,tholt-j,12.72975,24.66525,16.73475,99.0,7.967499999999999,3422.0,14.93075,18.0,17.3,763.0,12.204749999999999,1154.0
487865,tholt-j,13.59675,17.28,20.5405,103.0,7.763999999999999,3605.0,17.93275,17.0,20.3,812.0,13.03575,1220.0
487866,tholt-j,12.995750000000001,22.1425,17.98475,110.0,7.90925,3793.0,15.927,19.0,18.3,848.0,12.46,1282.0
487867,tholt-j,12.69625,24.33875,16.903,114.0,7.94875,3944.0,15.0675,20.0,17.4,880.0,12.1725,1331.0
487868,tholt-j,8.842,68.29,4.354,3.0,8.441,111.0,5.722,3.0,8.0,24.0,8.477,37.0
487869,tholt-j,10.66975,35.421,11.1385,124.0,8.08225,4103.0,10.406,35.0,12.6,885.0,10.23,1365.0
487870,tholt-j,4.5675,37.6955,3.6905,21.0,3.411,1512.0,3.8365,19.0,4.8,377.0,4.379,496.0
487871,tholt-j,4.5755,37.2485,3.9785,20.0,3.427,1514.0,4.036,18.0,5.0,377.0,4.387,495.0
487872,tholt-j,7.63225,50.741,8.5715,31.0,5.610250000000001,2290.0,7.9755,21.0,9.6,565.0,7.31725,742.0
487873,tholt-j,7.85975,48.9365,9.136,36.0,5.67925,2509.0,8.480500000000001,22.0,10.100000000000001,614.0,7.535500000000001,818.0
487874,tholt-j,7.851500000000001,49.162499999999994,9.04725,42.0,5.71375,2783.0,8.39125,25.0,10.1,679.0,7.5275,907.0
487875,tholt-j,8.141750000000002,47.4965,9.993,47.0,6.00775,3004.0,9.076,24.0,10.8,729.0,7.80575,975.0
487876,tholt-j,8.141750000000002,47.429,9.9785,47.0,6.025,2999.0,9.0715,24.0,10.8,727.0,7.80575,974.0
487877,tholt-j,8.141750000000002,47.422,10.0175,47.0,6.04875,3012.0,9.08225,24.0,10.8,729.0,7.80575,976.0
487878,tholt-j,7.991750000000001,48.520250000000004,9.41425,47.0,6.0142500000000005,2989.0,8.643,25.0,10.2,725.0,7.662,972.0
487879,tholt-j,8.337250000000001,45.731500000000004,10.79175,48.0,6.00775,3018.0,9.71925,23.0,11.5,732.0,7.99325,981.0
487880,tholt-j,9.387,81.708,3.838,6.0,5.669,259.0,5.092,5.0,8.8,65.0,9.0,86.0
487881,tholt-j,15.903,18.713,31.076,5.0,11.719,285.0,25.803,1.0,27.6,61.0,15.247,91.0
487882,tholt-j,11.588249999999999,42.907624999999996,16.439750000000004,69.0,7.5257499999999995,3557.0,14.51975,25.0,16.85,847.0,11.110375000000001,1164.0
487883,tholt-j,11.215499999999999,45.72875,14.824875,75.0,7.334,3821.0,13.3005,32.0,15.600000000000001,908.0,10.752875,1254.0
487884,tholt-j,11.385375,44.802625,15.36225,76.0,7.301125,3867.0,13.709875,32.0,16.1,919.0,10.915875,1267.0
487885,tholt-j,10.825875,49.144124999999995,13.056125000000002,80.0,7.529249999999999,3975.0,11.917375000000002,31.0,14.25,939.0,10.37925,1304.0
487886,tholt-j,10.110999999999999,53.28600000000001,11.615375,85.0,7.21125,4519.0,10.75025,44.0,13.0,1080.0,9.693999999999999,1479.0
487887,tholt-j,13.024,60.71,11.91,3.0,6.76,116.0,11.996,1.0,15.6,29.0,12.487,40.0
487888,tholt-j,15.903,44.623,17.646,10.0,8.054,324.0,16.973,2.0,20.8,80.0,15.247,115.0
487889,tholt-j,16.322,38.651,21.859,16.0,6.863,581.0,20.372,3.0,24.0,151.0,15.649,209.0
487890,tholt-j,10.126,78.586,4.466,6.0,5.361,232.0,5.963,4.0,9.6,59.0,9.708,79.0
487891,tholt-j,7.794,78.26,2.254,4.0,5.232,187.0,4.165,6.0,6.4,44.0,7.472,63.0
487892,tholt-j,10.686,72.677,5.435,7.0,6.947,254.0,7.035,4.0,10.4,63.0,10.246,88.0
487893,tholt-j,9.151,65.321,8.852,10.0,9.814,732.0,8.62,9.0,9.6,162.0,8.774,236.0
487894,tholt-j,9.995,61.626,10.016,13.0,9.949,822.0,9.66,9.0,10.8,181.0,9.583,267.0
487895,tholt-j,10.437,57.74,12.202,18.0,9.684,1232.0,11.394,11.0,12.0,274.0,10.006,401.0
487896,tholt-j,13.024,38.43,16.318,3.0,13.523,139.0,14.607,1.0,15.2,27.0,12.487,45.0
487897,tholt-j,9.516,67.329,7.84,5.0,7.922,319.0,8.588,4.0,10.0,76.0,9.124,108.0
487898,tholt-j,9.3,73.91,4.827,7.0,5.76,356.0,6.635,6.0,8.4,89.0,8.916,124.0
487899,tholt-j,9.387,72.314,5.353,6.0,5.938,332.0,7.446,5.0,9.2,86.0,9.0,119.0
487900,tholt-j,10.437,68.139,7.361,18.0,7.324,856.0,8.476,11.0,10.8,209.0,10.006,295.0
487901,tholt-j,7.556,18.0725,7.4605,44.0,6.763,1246.0,7.115,10.0,8.4,242.0,7.2445,418.0
487902,tholt-j,3.129,103.379,-0.73,0.0,1.209,71.0,1.573,2.0,4.4,22.0,3.0,24.0
487903,tholt-j,8.982624999999999,54.2325,5.327999999999999,234.0,8.5405,7445.0,6.320875,151.0,8.5,1576.0,8.611875,2497.0
487904,tholt-j,7.593,16.0645,6.5505,49.0,6.768,1164.0,6.941,11.0,8.2,226.0,7.28,411.0
487905,tholt-j,4.618,35.7835,3.519,16.0,4.0855,1009.0,3.7505,14.0,4.6,238.0,4.4275,332.0
487906,tholt-j,11.492,61.033,7.994,30.0,9.455,1052.0,8.934,14.0,11.2,236.0,11.018,359.0
487907,tholt-j,16.439,33.217,17.214,38.0,13.321,1063.0,16.256,7.0,18.8,215.0,15.762,362.0
487908,tholt-j,22.3595,-138.982,86.103,53.0,6.566,1675.0,68.372,1.0,71.2,341.0,21.4375,559.0
487909,tholt-j,15.645,30.338,18.494,24.0,13.868,816.0,17.077,5.0,18.4,162.0,15.0,275.0
487910,tholt-j,15.504,34.142,16.138,61.0,12.239,1839.0,15.625,13.0,17.6,373.0,14.865,633.0
487911,tholt-j,15.504,34.236,16.227,61.0,12.014,1859.0,15.746,13.0,18.0,380.0,14.865,642.0
487912,tholt-j,3.129,119.867,0.595,0.0,-1.716,31.0,-2.88,3.0,0.8,7.0,3.0,7.0
487913,tholt-j,8.842,66.4,0.852,1.0,2.938,21.0,5.24,1.0,10.0,5.0,8.477,8.0
487914,tholt-j,11.208,82.791,7.349,4.0,6.059,163.0,6.929,2.0,12.0,42.0,10.746,51.0
487915,tholt-j,11.208,56.978,8.62,4.0,11.65,130.0,8.542,2.0,11.2,26.0,10.746,42.0
487916,tholt-j,25.4625,-157.395,94.8035,70.0,6.817,1874.0,75.1635,1.0,78.6,375.0,24.413,625.0
487917,tholt-j,17.122,28.491,18.319,12.0,14.211,321.0,17.111,2.0,20.0,63.0,16.416,109.0
487918,tholt-j,13.024,46.605,8.513,3.0,12.141,61.0,9.74,1.0,14.8,12.0,12.487,21.0
487919,tholt-j,8.842,62.79,-1.09,1.0,-2.24,12.0,5.247,1.0,14.4,3.0,8.477,5.0
487920,tholt-j,14.555,43.591,17.278,4.0,8.845,159.0,16.619,1.0,19.2,38.0,13.954,56.0
487921,tholt-j,11.208,53.567,5.573,6.0,9.341,129.0,8.024,3.0,12.4,27.0,10.746,46.0
487922,tholt-j,14.192,50.874,10.561,30.0,10.387,757.0,11.256,8.0,15.2,164.0,13.607,262.0
487923,tholt-j,14.555,49.592,11.187,32.0,10.154,810.0,11.839,8.0,16.0,177.0,13.954,282.0
487924,tholt-j,11.602,55.602,11.732,11.0,8.289,558.0,12.013,5.0,13.6,131.0,11.124,193.0
487925,tholt-j,21.493,8.776,25.525,31.0,13.115,702.0,23.877,3.0,27.2,143.0,20.607,253.0
487926,tholt-j,11.944,48.336,9.699,50.0,12.124,1650.0,10.492,21.0,12.0,336.0,11.452,565.0
487927,tholt-j,8.753,14.616,11.348,38.0,5.726,1240.0,10.1395,6.0,11.6,268.0,8.392,419.0
487928,tholt-j,17.122,29.295,19.989,6.0,13.486,179.0,18.117,1.0,20.8,36.0,16.416,60.0
487929,tholt-j,12.071,46.782,10.126,49.0,12.469,1620.0,10.784,20.0,12.4,326.0,11.573,553.0
487930,tholt-j,15.47,39.872,17.036,28.0,11.877,921.0,15.813,6.0,18.4,196.0,14.832,310.0
487931,tholt-j,14.006,47.746,13.67,29.0,10.914,974.0,13.028,8.0,15.6,207.0,13.428,325.0
487932,tholt-j,8.344,83.805,3.109,5.0,5.592,278.0,4.469,6.0,7.2,70.0,8.0,92.0
487933,tholt-j,9.387,71.57,6.341,18.0,7.007,1059.0,7.616,15.0,9.2,262.0,9.0,364.0
487934,tholt-j,9.889,71.985,3.724,7.0,6.153,244.0,6.2,5.0,9.2,60.0,9.481,87.0
487935,tholt-j,13.559,24.102,27.008,10.0,9.758,729.0,23.81,3.0,24.4,168.0,13.0,250.0
487936,tholt-j,13.559,26.252,25.677,10.0,9.553,693.0,22.93,3.0,23.6,161.0,13.0,240.0
487937,tholt-j,3.129,100.24,0.852,0.0,2.938,21.0,0.52,1.0,2.0,5.0,3.0,6.0
487938,tholt-j,24.5885,-94.8605,72.05725,164.0,10.405000000000001,5097.0,58.121,9.0,60.9,1012.0,23.575,1708.0
487939,tholt-j,11.855,60.661,10.267,7.0,8.666,294.0,10.429,3.0,12.8,68.0,11.367,99.0
487940,tholt-j,17.694,31.579,21.5,65.0,12.0,1954.0,19.14,10.0,22.4,414.0,16.964,652.0
487941,tholt-j,22.919,-18.991,43.051,12.0,15.439,419.0,35.534,1.0,37.6,79.0,21.974,136.0
487942,tholt-j,6.512,25.262,6.0545,12.0,4.989,441.0,6.1185,4.0,7.2,97.0,6.2435,151.0
487943,tholt-j,7.169,74.015,5.471,1.0,8.589,93.0,5.42,2.0,6.0,20.0,6.873,29.0
487944,tholt-j,3.129,117.16,-4.8,0.0,-4.13,15.0,-1.84,1.0,2.0,5.0,3.0,5.0
487945,tholt-j,13.081999999999999,19.20525,17.393,149.0,9.3215,4838.0,15.282499999999999,28.0,17.200000000000003,993.0,12.5425,1602.0
487946,tholt-j,10.686,60.424,8.418,7.0,8.177,335.0,9.738,4.0,10.8,79.0,10.246,118.0
487947,tholt-j,12.162,42.441,22.151,5.0,9.937,402.0,18.767,2.0,20.4,92.0,11.66,128.0
487948,tholt-j,14.265,47.286,10.355,19.0,10.317,465.0,11.682,5.0,15.2,101.0,13.677,166.0
487949,tholt-j,6.938,77.754,3.969,4.0,4.861,504.0,6.03,9.0,6.8,131.0,6.651,177.0
487950,tholt-j,7.387,77.246,3.984,5.0,5.394,520.0,6.294,9.0,7.2,138.0,7.082,186.0
487951,tholt-j,11.208,33.161,19.403,2.0,9.628,177.0,18.82,1.0,18.0,41.0,10.746,64.0
487952,tholt-j,8.842,54.719,8.609,2.0,8.572,168.0,10.471,2.0,9.6,39.0,8.477,61.0
487953,tholt-j,18.244,21.833,22.051,49.0,14.278,1389.0,19.867,7.0,22.4,272.0,17.491,468.0
487954,tholt-j,8.842,55.183,10.463,2.0,8.389,201.0,11.401,2.0,10.8,47.0,8.477,71.0
487955,tholt-j,11.208,70.638,7.076,22.0,7.593,820.0,7.878,11.0,11.6,198.0,10.746,276.0
487956,tholt-j,3.129,118.175,-0.59,0.0,0.76,16.0,-2.23,1.0,1.6,4.0,3.0,4.0
487957,tholt-j,11.208,58.424,8.149,2.0,8.31,81.0,9.831,1.0,11.6,19.0,10.746,29.0
487958,tholt-j,8.842,35.605,10.185,1.0,7.485,13.0,8.79,1.0,20.8,2.0,8.477,4.0
487959,tholt-j,8.842,83.854,3.737,1.0,4.919,54.0,5.041,1.0,8.4,14.0,8.477,18.0
487960,tholt-j,5.461,101.189,-0.759,1.0,1.568,156.0,0.926,6.0,3.6,43.0,5.236,50.0
487961,tholt-j,21.194,-2.856,40.464,10.0,8.453,350.0,34.774,1.0,38.4,85.0,20.321,124.0
487962,tholt-j,3.129,120.205,-11.01,0.0,-19.02,4.0,-3.01,1.0,0.8,2.0,3.0,2.0
487963,tholt-j,21.194,-2.856,40.464,10.0,8.453,350.0,34.774,1.0,38.4,85.0,20.321,124.0
487964,tholt-j,3.129,110.055,0.27,0.0,1.833,40.0,0.89,1.0,4.8,12.0,3.0,12.0
487965,tholt-j,21.194,-2.856,40.464,10.0,8.453,350.0,34.774,1.0,38.4,85.0,20.321,124.0
487966,tholt-j,8.842,78.873,4.274,1.0,7.967,33.0,3.997,1.0,8.4,7.0,8.477,10.0
487967,tholt-j,3.129,116.145,-2.73,0.0,-1.167,20.0,-1.45,1.0,2.4,6.0,3.0,6.0
487968,tholt-j,7.169,92.536,2.67,2.0,4.678,187.0,3.396,4.0,6.4,49.0,6.873,59.0
487969,tholt-j,6.427,93.125,1.483,1.0,3.975,122.0,3.003,3.0,5.6,33.0,6.162,40.0
487970,tholt-j,7.42,87.632,2.237,22.0,5.056,1450.0,3.317,39.0,6.0,358.0,7.114,465.0
487971,tholt-j,11.208,65.725,4.41,2.0,5.76,56.0,7.57,1.0,11.2,14.0,10.746,21.0
487972,tholt-j,6.627,86.943,2.106,3.0,5.474,272.0,3.182,8.0,4.8,66.0,6.354,87.0
487973,tholt-j,7.169,83.749,3.876,1.0,7.532,76.0,3.69,2.0,5.2,17.0,6.873,23.0
487974,tholt-j,15.248,42.761,17.92,18.0,11.055,652.0,16.176,4.0,18.8,143.0,14.619,216.0
487975,tholt-j,6.427,100.567,-1.928,1.0,-0.039,86.0,1.468,3.0,4.8,27.0,6.162,31.0
487976,tholt-j,3.129,103.687,1.168,0.0,3.52,72.0,1.157,2.0,3.6,19.0,3.0,21.0
487977,tholt-j,3.129,120.205,-3.945,0.0,-10.185,7.0,-3.01,1.0,0.8,2.0,3.0,2.0
487978,tholt-j,8.842,95.688,0.769,1.0,3.083,39.0,2.645,1.0,8.0,11.0,8.477,13.0
487979,tholt-j,3.129,121.22,-2.09,0.0,-22.24,4.0,-3.4,1.0,0.4,1.0,3.0,1.0
487980,tholt-j,3.129,84.523,7.125,0.0,5.154,82.0,6.935,1.0,8.8,22.0,3.0,26.0
487981,tholt-j,7.169,85.135,4.276,1.0,4.404,126.0,5.732,2.0,7.6,35.0,6.873,43.0
487982,tholt-j,3.129,86.705,3.352,0.0,5.938,42.0,3.65,1.0,4.0,10.0,3.0,13.0
487983,tholt-j,9.889,74.126,6.547,14.0,7.557,703.0,7.144,10.0,10.0,170.0,9.481,232.0
487984,tholt-j,9.387,72.314,7.489,6.0,8.609,371.0,7.446,5.0,9.2,86.0,9.0,119.0
487985,tholt-j,11.208,63.104,14.124,4.0,8.028,267.0,12.656,2.0,15.6,66.0,10.746,86.0
487986,tholt-j,3.129,103.044,2.929,0.0,6.284,31.0,0.626,1.0,2.8,7.0,3.0,8.0
487987,tholt-j,10.126,72.54,7.43,3.0,6.473,162.0,8.234,2.0,10.8,41.0,9.708,55.0
487988,tholt-j,3.129,77.905,0.765,0.0,-4.295,9.0,2.89,1.0,0.8,2.0,3.0,3.0
487989,tholt-j,3.129,103.343,-1.98,0.0,-0.167,50.0,0.708,2.0,2.8,15.0,3.0,17.0
487990,tholt-j,3.129,103.625,-0.887,0.0,0.637,33.0,1.29,1.0,4.0,10.0,3.0,11.0
487991,tholt-j,7.169,95.661,1.946,2.0,2.898,204.0,3.705,4.0,7.2,61.0,6.873,69.0
487992,tholt-j,7.794,85.569,0.395,2.0,2.656,102.0,3.643,3.0,6.4,28.0,7.472,37.0
487993,tholt-j,9.851,75.475,4.173,18.0,5.896,696.0,6.038,13.0,9.2,173.0,9.445,241.0
487994,tholt-j,7.794,72.492,4.288,2.0,7.776,103.0,4.97,3.0,6.4,22.0,7.472,33.0
487995,tholt-j,7.169,95.165,3.588,1.0,6.232,85.0,2.47,2.0,6.0,20.0,6.873,24.0
487996,tholt-j,11.208,73.17,7.317,6.0,8.77,203.0,6.78,3.0,11.2,45.0,10.746,63.0
487997,tholt-j,6.938,86.276,1.969,4.0,5.0,360.0,3.793,9.0,5.6,93.0,6.651,121.0
487998,tholt-j,10.126,68.94,4.414,3.0,6.702,104.0,6.749,2.0,9.6,25.0,9.708,37.0
487999,tholt-j,7.794,97.169,-0.612,2.0,1.815,91.0,1.859,3.0,6.0,26.0,7.472,31.0
488000,tholt-j,8.842,87.997,2.054,1.0,4.689,42.0,3.718,1.0,8.0,11.0,8.477,14.0
488001,tholt-j,11.208,76.234,7.158,2.0,7.07,77.0,7.346,1.0,11.6,19.0,10.746,25.0
488002,tholt-j,11.979,65.255,6.579,12.0,8.973,300.0,7.437,5.0,12.4,66.0,11.485,100.0
488003,tholt-j,3.129,95.955,0.27,0.0,1.833,40.0,2.857,1.0,4.8,12.0,3.0,14.0
488004,tholt-j,9.516,73.969,3.767,5.0,4.643,221.0,6.544,4.0,8.8,58.0,9.124,81.0
488005,tholt-j,8.842,80.098,4.802,1.0,5.374,64.0,6.311,1.0,8.8,17.0,8.477,22.0
488006,tholt-j,7.169,96.025,3.185,2.0,4.854,200.0,3.095,4.0,6.4,52.0,6.873,60.0
488007,tholt-j,8.842,88.905,4.195,1.0,6.742,50.0,3.84,1.0,8.0,12.0,8.477,15.0
488008,tholt-j,9.726,75.325,5.93,16.0,6.212,840.0,7.204,12.0,9.6,215.0,9.325,288.0
488009,tholt-j,8.842,87.366,3.006,4.0,1.877,241.0,5.794,4.0,9.6,76.0,8.477,90.0
488010,tholt-j,7.169,76.838,7.823,1.0,5.713,172.0,8.132,2.0,9.6,45.0,6.873,57.0
488011,tholt-j,8.842,78.772,0.829,2.0,3.721,65.0,4.384,2.0,7.6,17.0,8.477,24.0
488012,tholt-j,8.842,95.165,-1.829,1.0,-0.541,31.0,2.47,1.0,8.0,10.0,8.477,12.0
488013,tholt-j,8.076,86.346,4.627,3.0,4.686,259.0,5.625,4.0,8.4,71.0,7.743,86.0
488014,tholt-j,6.427,106.972,-0.464,2.0,2.104,181.0,0.45,6.0,4.4,51.0,6.162,55.0
488015,tholt-j,9.607,77.583,3.351,9.0,6.133,321.0,5.242,7.0,8.8,79.0,9.211,110.0
488016,tholt-j,14.555,47.751,10.343,8.0,12.304,168.0,10.822,2.0,16.0,34.0,13.954,57.0
488017,tholt-j,3.129,95.42,1.877,0.0,2.342,104.0,3.925,2.0,6.4,32.0,3.0,36.0
488018,tholt-j,7.169,101.271,-4.122,1.0,-2.595,34.0,0.5,2.0,5.6,11.0,6.873,13.0
488019,tholt-j,8.842,83.009,0.649,1.0,1.682,43.0,4.911,1.0,8.0,13.0,8.477,17.0
488020,tholt-j,3.129,114.115,-5.655,0.0,-4.075,20.0,-0.67,1.0,3.2,8.0,3.0,8.0
488021,tholt-j,6.427,85.434,2.196,1.0,4.868,127.0,4.076,3.0,5.6,33.0,6.162,43.0
488022,tholt-j,3.129,96.025,1.374,0.0,2.588,45.0,3.095,1.0,5.2,13.0,3.0,15.0
488023,tholt-j,7.794,85.178,2.582,2.0,4.099,145.0,4.608,3.0,7.2,39.0,7.472,50.0
488024,tholt-j,8.239,92.351,2.073,4.0,2.337,253.0,4.055,5.0,7.6,74.0,7.899,87.0
488025,tholt-j,11.208,63.104,13.339,2.0,7.046,128.0,12.656,1.0,15.6,33.0,10.746,43.0
488026,tholt-j,9.096,81.106,4.874,12.0,5.943,649.0,5.583,11.0,8.4,161.0,8.721,211.0
488027,tholt-j,8.842,71.782,7.902,1.0,8.0,80.0,7.967,1.0,9.6,19.0,8.477,26.0
488028,tholt-j,3.129,120.205,0.765,0.0,-4.295,9.0,-3.01,1.0,0.8,2.0,3.0,2.0
488029,tholt-j,11.208,60.71,12.56,2.0,7.572,120.0,11.996,1.0,14.0,29.0,10.746,40.0
488030,tholt-j,11.208,56.7,5.05,2.0,8.687,42.0,7.587,1.0,12.4,9.0,10.746,15.0
488031,tholt-j,8.842,72.325,6.939,1.0,6.171,78.0,8.14,1.0,10.0,20.0,8.477,27.0
488032,tholt-j,7.169,89.6,0.253,3.0,2.688,197.0,2.998,6.0,5.6,54.0,6.873,69.0
488033,tholt-j,3.129,103.005,3.41,0.0,5.76,48.0,1.873,1.0,4.8,12.0,3.0,13.0
488034,tholt-j,11.208,72.72,7.349,4.0,6.059,163.0,8.333,2.0,12.0,42.0,10.746,56.0
488035,tholt-j,13.024,59.636,7.838,3.0,4.168,89.0,11.152,1.0,14.8,25.0,12.487,36.0
488036,tholt-j,11.208,62.195,15.279,2.0,7.596,143.0,13.528,1.0,16.4,36.0,10.746,46.0
488037,tholt-j,9.889,77.954,3.742,7.0,6.05,247.0,5.417,5.0,9.2,61.0,9.481,84.0
488038,tholt-j,8.842,87.489,2.172,2.0,2.711,106.0,5.031,2.0,8.8,32.0,8.477,39.0
488039,tholt-j,3.129,118.175,-6.477,0.0,-6.603,11.0,-2.23,1.0,1.6,4.0,3.0,4.0
488040,tholt-j,11.004,60.705,9.06,19.0,10.887,785.0,8.941,10.0,10.8,167.0,10.55,255.0
488041,tholt-j,3.129,119.698,-2.282,0.0,-5.418,19.0,-2.815,2.0,0.8,5.0,3.0,5.0
488042,tholt-j,11.208,67.619,8.704,14.0,6.949,629.0,9.364,7.0,12.0,156.0,10.746,215.0
488043,tholt-j,3.129,89.896,3.401,0.0,4.498,53.0,4.199,1.0,5.6,14.0,3.0,17.0
488044,tholt-j,29.308,-13.827,29.888,21.0,17.737,279.0,27.361,1.0,36.4,49.0,28.1,99.0
488045,tholt-j,11.793,58.737,10.025,23.0,10.718,883.0,9.762,10.0,12.0,189.0,11.307,288.0
488046,tholt-j,8.842,76.556,8.403,1.0,4.875,92.0,8.792,1.0,11.6,25.0,8.477,31.0
488047,tholt-j,13.024,63.695,7.176,3.0,8.969,70.0,8.35,1.0,13.6,16.0,12.487,24.0
488048,tholt-j,8.842,82.343,4.41,4.0,5.76,224.0,5.252,4.0,8.4,56.0,8.477,73.0
488049,tholt-j,3.129,84.45,3.654,0.0,4.189,56.0,5.207,1.0,6.0,15.0,3.0,19.0
488050,tholt-j,8.842,60.354,14.133,1.0,7.414,134.0,13.288,1.0,14.4,34.0,8.477,45.0
488051,tholt-j,12.162,67.799,5.381,5.0,7.287,115.0,7.156,2.0,12.4,27.0,11.66,40.0
488052,tholt-j,8.842,82.944,4.675,5.0,5.842,289.0,5.268,5.0,8.0,72.0,8.477,93.0
488053,tholt-j,10.126,65.491,9.175,6.0,10.687,322.0,8.41,4.0,10.0,69.0,9.708,101.0
488054,tholt-j,3.129,103.625,-0.887,0.0,0.637,33.0,1.29,1.0,4.0,10.0,3.0,11.0
488055,tholt-j,3.129,102.532,2.823,0.0,4.401,49.0,2.188,1.0,5.2,13.0,3.0,14.0
488056,tholt-j,8.842,54.725,4.12,1.0,6.65,20.0,6.62,1.0,11.6,4.0,8.477,7.0
488057,tholt-j,3.129,118.175,-4.123,0.0,-3.658,13.0,-2.23,1.0,1.6,4.0,3.0,4.0
