user,smogList,fleschRList,ariList,complexList,colemanList,charList,fleschKList,sentencesList,gunningList,wordsList,smogIList,syllablesList
tholt-j,11.208,66.1,4.003,2,7.378,40,6.276,1,12.4,9,10.746,14
tholt-j,8.842,77.6,6.97,5,5.085,405,7.851,5,10,109,8.477,138
tholt-j,3.129,105.09,0.48,0,-0.277,26,-0.653,2,1.2,6,3,7
tholt-j,25.98,-2.437,34.406,16,12.758,320,29.995,1,36,66,24.909,111
tholt-j,7.169,7.913,15.43,1,9.357,23,12.528,2,13.6,3,6.873,7
tholt-j,25.131,-15.01,36.746,89,14.225,2090,32.329,6,35.6,410,24.095,739
tholt-j,13.024,50.8,10.306,21,11.454,614,10.716,7,13.6,128,12.487,208
tholt-j,6.1705,24.877,4.38,39,6.163,936,4.6755,15,6.6,183,5.916,313
tholt-j,15.078,37.296,14.019,35,12.055,970,14.206,8,16.4,198,14.456,338
tholt-j,17.354,25.577,23.754,31,10.816,1080,21.567,5,23.6,239,16.638,375
tholt-j,14.647,-7.673,25.73025,69,11.2265,1534,22.02025,7,22.8,274,14.04325,535
tholt-j,10.126,73.306,3.445,6,6.742,175,5.643,4,9.6,42,9.708,61
tholt-j,10.126,63.969,8.386,9,9.648,467,8.643,6,10,104,9.708,154
tholt-j,3.129,77.811,6.429,0,8.284,62,5.884,1,5.6,14,3,19
tholt-j,15.58,35.597,16.311,38,12.482,1162,15.809,8,18,242,14.937,402
tholt-j,10.504,80.84,4.997,5,7.119,165,5.213,3,10,39,10.071,52
tholt-j,7.957,81.46,3.293,5,4.81,357,5.198,7,7.2,93,7.629,123
tholt-j,8.842,71.815,6.709,1,11.386,41,5.23,1,8,8,8.477,12
tholt-j,6.742,79.937,4.011,2,6.763,217,4.594,5,5.6,50,6.464,69
tholt-j,10.411,68.427,10.515,13,7.908,818,9.771,8,12,195,9.982,262
tholt-j,18.458,19.713,25.606,36,11.632,1169,22.981,5,25.6,251,17.697,404
tholt-j,7.794,95.297,2.885,2,3.394,168,4.025,3,8,49,7.472,55
tholt-j,3.129,71.47,10.437,0,7.106,207,9.626,2,10,51,3,66
tholt-j,11.855,51.568,7.28,49,11.761,1069,8.586,21,13.2,213,11.367,365
tholt-j,20.267,-48.774,66.207,9,8.756,567,53.849,1,56.8,136,19.432,189
tholt-j,13.886,50.373,13.687,39,8.585,1405,13.596,11,16,326,13.313,487
tholt-j,20.267,-48.774,66.207,9,8.756,567,53.849,1,56.8,136,19.432,189
tholt-j,8.842,86.705,2.41,1,4.76,40,3.65,1,8,10,8.477,13
tholt-j,11.208,69.675,7.84,2,4.797,88,9.503,1,12.8,24,10.746,32
tholt-j,12.705,47.845,8.419,59,11.786,1306,9.662,21,13.6,260,12.181,450
tholt-j,19.947,21.534,21.356,26,10.819,583,20.938,3,25.2,129,19.125,216
tholt-j,8.842,84.152,2.482,2,5.225,86,4.255,2,8,22,8.477,29
tholt-j,13.257,57.639,13.306,22,8.165,887,12.957,7,16.4,218,12.71,303
tholt-j,15.903,46.665,13.823,5,8.527,129,14.203,1,18.4,30,15.247,46
tholt-j,11.698,57.179,8.869,18,10.852,615,9.352,8,11.6,131,11.216,206
tholt-j,19.784,15.319,28.29,17,10.423,512,25.407,2,28.4,115,18.969,181
tholt-j,19.784,15.319,28.29,17,10.423,512,25.407,2,28.4,115,18.969,181
tholt-j,12.162,59.353,10.862,10,11.233,376,9.887,4,12.4,79,11.66,119
tholt-j,8.842,62.79,0.48,1,-0.277,13,5.247,1,14.4,3,8.477,5
tholt-j,10.8205,-44.783,43.2315,21,3.913,1428,34.986,2,36.6,356,10.374,487
tholt-j,7.169,92.539,5.356,1,6.067,132,4.575,2,7.6,34,6.873,39
tholt-j,3.129,121.22,-2.09,0,-22.24,4,-3.4,1,0.4,1,3,1
tholt-j,3.129,119.867,0.595,0,-1.716,31,-2.88,3,0.8,7,3,7
tholt-j,7.169,80.835,2.926,2,5.874,155,4.282,4,5.6,37,6.873,51
tholt-j,7.794,78.26,2.254,4,5.232,187,4.165,6,6.4,44,7.472,63
tholt-j,11.793,53.899,10.438,23,12.048,862,10.114,10,12,176,11.307,281
tholt-j,11.793,54.786,10.571,23,11.902,882,10.114,10,12,181,11.307,286
tholt-j,18.026,36.433,17.79,34,11.361,807,16.873,5,21.6,175,17.283,279
tholt-j,11.107,59.209,7.541,39,9.488,1325,8.553,20,10.8,286,10.649,450
tholt-j,9.491,74.453,6.243,31,7.702,1576,6.492,25,8.8,364,9.099,506
tholt-j,16.527,27.911,16.456,22,14.165,552,15.888,4,18.4,105,15.845,189
tholt-j,10.794,66.301,6.067,36,8.489,1156,7.229,20,10,259,10.348,390
tholt-j,11.208,70.638,7.076,22,7.593,820,7.878,11,11.6,198,10.746,276
tholt-j,10.763,59.275,6.972,25,10.393,785,7.902,14,10.4,164,10.319,263
tholt-j,11.67,51.236,12.057,38,11.1,1800,11.666,17,12.8,380,11.189,597
tholt-j,6.3835,25.3805,4.3365,37,4.122,1114,5.593,13,6.8,262,6.12,420
tholt-j,7.02725,52.5805,5.32575,115,7.10025,3408,5.117,44,7,721,6.7375,1158
tholt-j,10.074,47.508375,6.806625,254,9.359125,7241,7.7675,121,10.05,1498,9.658625,2468
tholt-j,10.074,47.508375,6.806625,254,9.359125,7241,7.7675,121,10.05,1498,9.658625,2468
tholt-j,9.726,65.751,7.278,16,9.513,822,7.898,12,9.2,184,9.325,273
tholt-j,11.662,48.632,9.124,29,12.761,825,9.515,13,12,159,11.181,274
tholt-j,10.335,66.538,6.372,35,9.294,1242,7.027,22,9.6,270,9.908,408
tholt-j,23.727,-94.108,85.125,13,11.155,778,68.618,1,70.8,170,22.748,258
tholt-j,15.558,35.472,12.754,71,13.109,1564,13.413,15,17.2,308,14.916,548
tholt-j,8.634,74.257,5.329,13,7.847,762,6.007,14,7.6,175,8.278,248
tholt-j,10.187,62.346,6.46,29,10.22,877,6.891,19,10,178,9.767,284
tholt-j,11.208,66.402,8.004,6,9.587,224,8.138,3,11.2,50,10.746,73
tholt-j,9.516,62.594,6.226,5,10.313,173,6.703,4,8.8,35,9.124,56
tholt-j,12.516,52.727,9.817,27,11.645,821,10.128,10,12.8,170,12,275
tholt-j,12.603,52.928,9.61,11,9.668,355,10.783,4,12.8,79,12.083,125
tholt-j,13.817,54.681,10.21,14,10.105,370,10.663,4,14.8,81,13.247,126
tholt-j,17.694,25.805,17.496,13,13.183,310,17.485,2,20.4,63,16.964,111
tholt-j,9.445,73.457,5.578,22,7.498,1048,6.381,18,8.8,244,9.055,345
tholt-j,16.044,37.495,13.641,46,12.399,1046,13.854,9,17.6,211,15.383,363
tholt-j,4.421,33.744,2.9535,6,4.754,306,3.2895,6,4,66,4.2385,100
tholt-j,13.024,57.234,9.761,6,14.327,120,8.009,2,15.2,22,12.487,36
tholt-j,12.341,50.937,10.941,26,12.551,887,10.577,10,12.4,178,11.832,290
tholt-j,9.516,70.89,7.863,10,9.125,603,7.626,8,9.6,137,9.124,192
tholt-j,13.024,46.605,8.513,3,12.141,61,9.74,1,14.8,12,12.487,21
tholt-j,15.58,40.485,14.838,19,12.767,507,13.885,4,17.2,101,14.937,168
tholt-j,11.072,65.955,8.615,29,9.392,1214,8.581,15,11.2,273,10.616,395
tholt-j,17.122,26.376,23.178,24,10.752,843,21.194,4,23.2,187,16.416,294
tholt-j,16.728,30.505,17.987,34,12.962,962,17.161,6,19.6,197,16.038,333
tholt-j,18.244,23.031,21.752,7,16.941,189,18.494,1,21.6,34,17.491,60
tholt-j,8.842,79.389,3.562,7,4.788,372,5.629,7,8,97,8.477,130
tholt-j,11.208,54.506,9.024,56,11.038,2027,9.33,28,10.8,414,10.746,672
tholt-j,11.208,59.384,10.91,4,8.323,209,11.063,2,12.8,49,10.746,71
tholt-j,13.901,47.465,12.63,32,13.774,898,11.414,9,14.8,173,13.328,286
tholt-j,13.024,63.695,9.237,3,11.546,77,8.35,1,13.6,16,12.487,24
tholt-j,11.208,54.89,5.775,14,9.951,288,7.697,7,12.4,59,10.746,100
tholt-j,14.314,37.985,12.996,23,14.474,600,12.64,6,15.2,113,13.724,200
tholt-j,11.32,64.259,7.419,37,9.62,1247,8.133,18,11.2,278,10.853,417
tholt-j,7.169,71.517,3.227,2,6.814,122,4.961,4,5.2,27,6.873,41
tholt-j,17.122,17.005,30.917,6,10.895,281,26.29,1,28.4,62,16.416,93
tholt-j,6.344,28.186,5.7025,42,5.0655,1550,5.5055,15,6.8,339,6.0825,511
tholt-j,14.068,54.126,12.527,22,10.866,667,11.589,6,15.2,142,13.488,216
tholt-j,11.251,3.135,15.962,23,5.2955,578,14.204,2,16.2,129,10.787,206
tholt-j,11.208,66.405,12.175,4,6.465,237,11.45,2,14.4,60,10.746,78
tholt-j,7.794,66.465,4.362,2,7.785,139,6.639,3,6.4,32,7.472,49
tholt-j,10.29,66.885,6.246,11,8.77,406,7.124,7,9.6,90,9.866,135
tholt-j,8.239,70.219,6.904,4,9.004,314,6.893,5,7.2,69,7.899,100
tholt-j,16.768,31.423,14.151,57,13.001,1189,14.715,10,18.8,235,16.077,421
tholt-j,18.244,21.074,26.471,28,11.744,968,23.176,4,25.6,207,17.491,326
tholt-j,25.98,-108.204,91.355,16,10.193,812,74.062,1,76.8,184,24.909,279
tholt-j,25.254,-96.574,90.562,15,7.95,750,72.937,1,77.6,186,24.213,252
tholt-j,13.024,47.394,14.03,3,13.162,117,12.363,1,14.4,23,12.487,37
tholt-j,7.794,78.873,2.929,2,6.284,93,3.997,3,6.4,21,7.472,30
tholt-j,18.244,20.16,26.818,7,16.399,246,21.627,1,24,45,17.491,75
tholt-j,18.774,22.518,22.141,15,11.801,403,20.801,2,24,86,18,143
tholt-j,8.842,83.951,4.063,19,6.445,955,4.583,19,8,232,8.477,303
tholt-j,11.979,66.854,6.968,12,8.584,327,7.562,5,12,73,11.485,108
tholt-j,11.208,57.096,9.124,8,12.592,258,8.401,4,11.2,50,10.746,81
tholt-j,3.129,90.959,2.256,0,5.443,30,2.311,1,2.8,7,3,9
tholt-j,12.458,56.25,9.417,8,11.354,239,9.554,3,12.8,50,11.944,79
tholt-j,14.555,36.235,12.516,40,14.083,970,12.801,10,15.6,185,13.954,332
tholt-j,15.705,33.013,11.53,63,13.259,1184,13.088,13,17.6,232,15.058,427
tholt-j,7.169,71.28,6.746,1,9.932,113,6.298,2,6.4,24,6.873,35
tholt-j,12.061,45.695,7.82,22,11.066,544,9.95,9,12.4,111,11.563,195
tholt-j,15.705,33.013,11.53,63,13.259,1184,13.088,13,17.6,232,15.058,427
tholt-j,13.747,44.124,12.043,38,14.487,988,11.306,11,14.4,186,13.18,320
tholt-j,12.001,56.389,11.042,41,10.529,1675,10.67,17,12.8,361,11.506,550
tholt-j,13.024,45.472,12.419,3,8.022,118,13.873,1,15.2,28,12.487,44
tholt-j,8.847,7.07,15.5785,13,4.816,557,13.6555,2,14.8,129,8.482,194
tholt-j,11.8635,-32.9685,35.963,13,4.828,631,29.3635,1,30.8,146,11.374,215
tholt-j,10.411,65.089,6.673,13,10.623,415,6.851,8,10,86,9.982,133
tholt-j,22.5545,-159.651,96.6195,54,6.5865,1884,76.4715,1,79.4,383,21.6245,622
tholt-j,19.63,-133.8255,84.6325,40,6.2905,1619,67.0315,1,69.4,336,18.8205,530
tholt-j,19.287,4.54,38.358,24,8.738,1004,32.583,3,35.6,241,18.492,344
tholt-j,24.028,-88.68325,70.26425,77,9.98625,2720,56.535,3,59.2,551,23.0375,902
tholt-j,13.024,53.367,9.814,21,9.319,643,10.962,7,13.6,145,12.487,227
tholt-j,20.737,16.4,24.201,19,13.126,442,22.151,2,26.4,90,19.882,154
tholt-j,13.596,46.466,12.307,47,12.839,1414,11.765,14,14.4,281,13.036,465
tholt-j,11.28425,32.507,11.05525,165,8.58925,4942,10.47,38,12.8,1039,10.81875,1659
tholt-j,15.903,49.041,15.321,5,11.025,137,13.623,1,18.4,29,15.247,44
tholt-j,13.937,49.4,12.955,68,11.226,2165,12.318,19,14.8,455,13.362,716
tholt-j,8.076,72.084,7.506,3,9.85,276,6.994,4,7.6,61,7.743,86
tholt-j,8.842,80.106,2.921,16,4.953,761,5.145,16,8,197,8.477,266
tholt-j,9.387,73.643,5.232,6,6.913,310,6.813,5,8.8,77,9,107
tholt-j,12.162,42.737,15.826,5,11.719,285,14.875,2,15.2,61,11.66,96
tholt-j,20.9375,-145.701,90.344,46,6.2425,1724,71.545,1,74.2,359,20.074,568
tholt-j,6.427,87.945,2.242,1,5.051,79,2.483,3,4.4,18,6.162,24
tholt-j,3.129,112.085,-0.887,0,0.637,33,0.11,1,4,10,3,10
tholt-j,7.844,21.075,9.323,29,4.601,1023,8.6795,6,10.4,241,7.521,353
tholt-j,6.8475,23.732,6.0145,65,5.873,1958,5.9605,19,7.4,404,6.5655,658
tholt-j,22.418,-5.36,38.814,57,13.017,1820,32.49,5,35.6,372,21.493,601
tholt-j,12.458,59.213,12.156,8,8.527,344,11.625,3,14.4,80,11.944,114
tholt-j,12.603,47.806,11.512,11,14.078,346,10.69,4,12.8,66,12.083,111
tholt-j,10.355,64.705,8.546,8,9.807,393,8.557,5,10.4,87,9.928,128
tholt-j,7.169,91.649,2.456,2,5.349,169,3.147,4,5.6,43,6.873,53
tholt-j,18.244,21.18,19.899,28,16.5,680,18.006,4,21.2,124,17.491,226
tholt-j,8.842,67.488,5.051,3,8.437,147,6.579,3,8,33,8.477,50
tholt-j,13.14375,25.706375,16.06425,196,12.086875,6121,14.671875,40,16.15,1195,12.601875,2090
tholt-j,13.302625,24.94025,16.439,196,12.081125,6140,14.9175,39,16.5,1192,12.75425,2087
tholt-j,11.422,54.734,9.065,59,11.621,2099,9.485,28,11.2,435,10.951,701
tholt-j,7.079,20.2155,6.6055,41,6.325,1220,6.5655,11,7.6,244,6.787,415
tholt-j,13.024,49.041,13.209,3,8.385,124,13.623,1,15.6,29,12.487,44
tholt-j,10.952,62.422,6.893,15,8.944,504,8,8,10.4,111,10.5,171
tholt-j,15.021,47.849,16.887,13,7.315,467,16.44,3,19.6,119,14.402,167
tholt-j,3.129,121.22,-11.51,0,-34.02,2,-3.4,1,0.4,1,3,1
tholt-j,3.129,83.32,2.736,0,5.294,23,2.88,1,2,5,3,7
tholt-j,11.645,58.333,8.317,20,10.603,656,9.015,9,11.6,141,11.165,221
tholt-j,3.129,95.955,2.821,0,5.024,93,2.857,2,4.8,24,3,28
tholt-j,15.588875,16.495625,24.83725,146,9.7175,4531,21.554625,25,24.6,1015,14.946125,1550
tholt-j,14.192,51.316,10.553,15,11.472,360,10.76,4,15.2,75,13.607,121
tholt-j,13.024,48.668,17.438,12,9.67,640,15.663,4,18,148,12.487,211
tholt-j,8.842,63.695,8.354,1,10.441,74,8.35,1,8.8,16,8.477,24
tholt-j,3.129,101.683,2.224,0,2.713,101,2.679,2,5.6,29,3,31
tholt-j,8.842,60.17,8.158,3,10.196,220,8.842,3,8.8,48,8.477,74
tholt-j,17.694,16.124,16.082,13,18.23,226,15.731,2,21.2,38,16.964,77
tholt-j,3.129,103.044,-0.436,0,2.077,26,0.626,1,2.8,7,3,8
tholt-j,14.395,49.7,11.83,35,9.787,975,12.289,9,16,216,13.801,339
tholt-j,8.842,73.845,-1.945,1,-0.185,21,4.45,1,8.8,6,8.477,9
tholt-j,11.793,61.211,8.524,23,10.216,766,8.87,10,11.6,167,11.307,254
tholt-j,9.889,72.406,6.367,7,9.333,281,6.191,5,9.2,61,9.481,88
tholt-j,12.162,50.617,6.709,30,10.98,601,8.746,12,13.6,123,11.66,212
tholt-j,13.943,49.04,11.869,43,10.565,1273,12.092,12,14.8,274,13.368,436
tholt-j,8.842,82.937,1.733,5,4.039,190,4.126,5,7.6,49,8.477,66
tholt-j,14.555,33.192,12.364,24,13.58,588,13.35,6,16,114,13.954,208
tholt-j,11.538,54.788,8.866,26,11.071,848,9.199,12,11.6,173,11.062,281
tholt-j,6.512,30.8325,4.906,3,5.507,85,4.565,1,6.8,18,6.2435,27
tholt-j,12.896,57.156,12.059,38,8.677,1475,11.804,13,14.8,341,12.364,496
tholt-j,10.126,75.765,6.41,3,6.76,144,7.163,2,10.4,36,9.708,48
tholt-j,10.8935,5.045,10.7285,64,8.703,1105,9.9835,6,12.8,196,10.4445,379
tholt-j,8.842,80.785,4.82,1,3.52,69,6.96,1,10,20,8.477,25
tholt-j,10.504,70.044,5.856,15,7.708,537,6.912,9,10,124,10.071,180
tholt-j,10.254,55.081,6.697,14,8.898,553,8.944,9,9.6,122,9.831,199
tholt-j,10.361,22.8545,12.5465,45,9.8475,1220,11.9585,11,12.9,235,9.9335,422
tholt-j,7.169,81.289,4.266,10,7.08,980,4.803,20,6,232,6.873,312
tholt-j,9.726,72.163,5.842,4,8.176,172,6.424,3,9.2,39,9.325,56
tholt-j,8.842,89.733,3.462,2,4.887,104,4.097,2,8,27,8.477,33
tholt-j,40.152,-152.672,101.201,42,15.002,1025,83.246,1,86.8,196,38.496,372
tholt-j,11.467,66.825,8.017,49,8.226,1844,8.626,23,11.6,434,10.995,620
tholt-j,9.151,79.98,3.367,10,5.151,452,5.306,9,8,116,8.774,156
tholt-j,14.265,40.152,10.902,38,13.253,847,11.783,10,15.2,166,13.677,294
tholt-j,11.645,48.819,10.9,20,11.818,826,11.143,9,11.6,170,11.165,279
tholt-j,15.55,41.656,15.321,52,11.423,1495,14.496,11,17.6,312,14.909,503
tholt-j,13.187,49.986,10.676,31,12.22,877,10.709,10,13.6,178,12.644,292
tholt-j,7.478,19.0995,6.432,60,6.6115,1468,6.521,14,8,288,7.1695,503
tholt-j,8.842,-6.695,14.895,1,13.375,15,14.69,1,20.8,2,8.477,5
tholt-j,8.753,12.0115,7.7795,57,7.433,1129,7.8525,9,10,210,8.392,395
tholt-j,12.873,53.221,8.549,32,10.117,850,10.037,11,13.2,186,12.342,300
tholt-j,9.013,13.685,8.719,68,6.9305,1494,8.286,10,10.2,287,8.6415,510
tholt-j,14.192,35.504,13.022,45,13.725,1249,13.296,12,15.2,241,13.607,430
tholt-j,8.2913125,65.646125,9.04425,34,7.8496875,1837,7.8770625,22,10.125,399,7.949375,567
tholt-j,12.745,60.169,10.301,17,9.125,581,10.332,6,13.6,132,12.22,194
tholt-j,4.421,-3.3475,7.4475,1,6.6875,15,7.345,1,10.4,2,4.2385,5
tholt-j,10.67275,22.70325,13.287,26,8.78525,911,12.96775,7,13.9,191,10.2325,320
tholt-j,3.129,75.5,5.573,0,9.341,43,4.964,1,3.6,9,3,13
tholt-j,4.421,-3.3475,7.4475,1,6.6875,15,7.345,1,10.4,2,4.2385,5
tholt-j,11.208,61.325,7.12,2,10.65,50,7.19,1,12,10,10.746,16
tholt-j,6.92625,46.13575,6.28875,42,7.1335,1686,6.382,17,7.3,321,6.6405,550
tholt-j,7.10075,44.0975,6.411,45,7.0055,1689,6.47975,17,7.2,318,6.80775,550
tholt-j,6.742,85.169,5.268,2,5.207,340,5.901,5,8,91,6.464,111
tholt-j,6.512,30.096,5.31,3,6.325,85,4.5435,1,6.8,17,6.2435,26
tholt-j,14.555,44.227,14.351,12,12.731,366,13.136,3,16,73,13.954,119
tholt-j,10.794,61.609,10.143,9,9.427,472,9.933,5,11.6,106,10.348,155
tholt-j,14.265,39.56,10.866,38,13.332,839,11.816,10,15.6,164,13.677,292
tholt-j,18.774,18.374,19.518,30,15.399,678,18.646,4,22,128,18,236
tholt-j,15.645,30.873,17.308,24,12.886,756,16.406,5,18.4,150,15,258
tholt-j,11.602,66.345,5.922,11,8.901,272,6.987,5,12,60,11.124,91
tholt-j,11.05075,21.06325,14.458,96,9.41575,3070,13.52775,23,14.5,622,10.595,1056
tholt-j,8.842,53.639,8.952,2,11.44,139,9.256,2,8.4,28,8.477,46
tholt-j,10.1335,4.319,12.0015,45,8.2525,1075,10.8965,5,12.2,196,9.716,367
tholt-j,4.785,66.83625,4.095,3,5.60175,306,3.0135,5,4.7,70,4.5875,89
tholt-j,4.785,66.39975,4.363,3,5.9525,318,3.1675,5,4.8,72,4.5875,92
tholt-j,9.7865,8.0035,9.327,58,7.7755,1093,9.0445,7,11.4,199,9.383,381
tholt-j,10.686,41.282,10.25,7,13.844,274,10.669,4,10,51,10.246,92
tholt-j,10.67,34.778,12.95475,34,9.05625,1451,11.11025,10,13,313,10.22975,459
tholt-j,11.208,26.978,10.959,4,16.138,121,12.105,2,11.6,21,10.746,42
tholt-j,11.95575,31.74325,12.761125,174,10.633875,5631,12.765875,53,13.8,1146,11.462625,1956
tholt-j,11.48325,33.488125,12.063375,164,10.36125,5595,12.23475,55,13.1,1146,11.00975,1946
tholt-j,10.67,34.8975,12.9995,34,9.07375,1443,11.10925,10,13.1,308,10.22975,455
tholt-j,13.295,37.58,11.178,38,14.495,967,11.785,12,14,182,12.747,331
tholt-j,7.957,52.202,3.527,20,3.578,409,6.706,28,10.4,82,7.629,147
tholt-j,7.169,92.771,1.555,1,2.815,91,3.549,2,6.4,26,6.873,31
tholt-j,10.126,68.076,11.991,3,7.173,232,10.844,2,13.2,57,9.708,74
tholt-j,8.842,33.575,7.653,1,11.067,23,9.57,1,11.6,4,8.477,8
tholt-j,25.98,-25.51,38.117,16,17.398,372,33.214,1,36,66,24.909,129
tholt-j,8.842,33.575,7.653,1,11.067,23,9.57,1,11.6,4,8.477,8
tholt-j,8.842,33.575,7.653,1,11.067,23,9.57,1,11.6,4,8.477,8
tholt-j,8.842,33.575,7.653,1,11.067,23,9.57,1,11.6,4,8.477,8
tholt-j,8.842,33.575,7.653,1,11.067,23,9.57,1,11.6,4,8.477,8
tholt-j,8.842,33.575,7.653,1,11.067,23,9.57,1,11.6,4,8.477,8
tholt-j,8.842,33.575,7.653,1,11.067,23,9.57,1,11.6,4,8.477,8
tholt-j,8.842,33.575,7.653,1,11.067,23,9.57,1,11.6,4,8.477,8
tholt-j,12.664,49.388,12.554,39,10.781,1564,12.298,14,13.6,334,12.142,526
tholt-j,21.419,6.357,26.813,41,15.455,987,23.925,4,27.2,186,20.536,337
tholt-j,7.222,24.367,5.877,51,5.3265,1361,6.021,13,7.8,292,6.9245,467
tholt-j,13.326375,33.803875,12.550375,321,10.752875,8759,12.376125,69,14.95,1777,12.777,2999
tholt-j,13.348,47.229,15.016,16,10.019,683,14.125,5,16,150,12.798,229
tholt-j,11.038,70.474,7.052,23,8.24,863,7.632,12,10.8,203,10.583,286
tholt-j,12.162,46.295,9.831,15,14.144,330,9.245,6,13.6,59,11.66,105
tholt-j,16.728,28.818,18.318,34,14.669,935,16.486,6,19.2,175,16.038,307
tholt-j,3.129,95.165,-0.887,0,0.637,33,2.47,1,4,10,3,12
tholt-j,12.29,57.18,9.956,18,10.838,610,9.897,7,12.4,130,11.783,201
tholt-j,15.719,42.352,13.124,34,12.387,778,12.924,7,17.2,157,15.071,263
tholt-j,27.366,-32.715,44.398,18,13.373,421,38.939,1,42.4,85,26.238,154
tholt-j,13.024,59.226,8.888,21,10.037,565,9.399,7,13.2,124,12.487,190
tholt-j,18.123,19.398,18.749,62,15.104,1430,17.841,9,20.8,264,17.376,492
tholt-j,15.556625,10.895875,23.751875,295,10.117375,9430,21.687375,49,23.5,2036,14.91525,3368
tholt-j,14.068,48.813,12.89,22,11.633,671,12.206,6,15.2,139,13.488,221
tholt-j,20.108,12.205,20.696,53,16.871,1065,19.507,6,23.6,192,19.279,368
tholt-j,11.208,56.978,8.62,4,11.65,130,8.542,2,11.2,26,10.746,42
tholt-j,18.511,17.655,25.287,29,12.14,925,22.908,4,24.8,195,17.748,322
tholt-j,15.47,37.75,14.231,28,12.371,733,14.122,6,16.8,148,14.832,252
tholt-j,12.341,56.424,7.355,13,9.068,333,9.016,5,12.4,73,11.832,117
tholt-j,11.698,49.022,9.28,45,11.568,1441,10.012,20,11.6,289,11.216,489
tholt-j,13.024,53.859,9.856,21,10.98,599,10.254,7,13.6,127,12.487,202
tholt-j,15.07825,25.0795,14.8625,253,11.915625,6149,14.3295,48,17.4,1222,14.456125,2116
tholt-j,14.79,45.638,14.833,25,10.416,804,14.098,6,17.2,174,14.18,271
tholt-j,6.448,21.1685,5.745,38,6.436,1204,5.9605,13,6.6,239,6.182,412
tholt-j,18.026,26.781,21.668,34,11.959,985,19.908,5,22.8,209,17.283,340
tholt-j,15.263,-27.397,31.2055,23,5.7565,575,25.8535,1,28.4,124,14.634,199
tholt-j,9.013,14.957,10.6865,34,6.483,967,9.4625,5,11.2,198,8.6415,320
tholt-j,12.29,51.515,15.135,18,11.418,939,13.03,7,14.8,196,11.783,294
tholt-j,3.129,121.22,-6.8,0,-28.13,3,-3.4,1,0.4,1,3,1
tholt-j,12.539,21.588,12.573,168,10.42975,4168,12.1155,30,14.4,809,12.022,1432
tholt-j,17.879,27.431,17.108,20,14.302,433,16.224,3,20.4,82,17.142,147
tholt-j,3.129,81.855,3.018,0,5.269,47,4.823,1,4.8,12,3,16
tholt-j,11.492,54.756,10.662,15,13.507,566,9.526,7,11.2,110,11.018,177
tholt-j,8.11575,45.72825,6.8895,77,7.45125,3558,7.00825,43,8.2,786,7.78125,1179
tholt-j,11.208,56.215,16.628,4,8.97,307,14.486,2,16.4,73,10.746,98
tholt-j,12.162,53.351,11.908,25,11.572,1026,11.109,10,12.8,213,11.66,332
tholt-j,12.688,53.902,9.938,14,10.921,433,10.312,5,13.2,92,12.165,146
tholt-j,13.559,57.883,11.557,10,8.195,331,11.645,3,15.2,78,13,113
tholt-j,13.559,42.323,13.562,10,11.536,356,13.484,3,14.8,74,13,122
tholt-j,11.442,58.95,10.303,36,11.37,1497,9.611,17,11.6,313,10.971,478
tholt-j,17.122,23.864,20.158,6,14.323,179,18.626,1,20.8,35,16.416,61
tholt-j,8.842,70.35,5.695,2,6.742,125,7.173,2,8.4,30,8.477,43
tholt-j,7.794,82.901,4.05,2,7.687,98,3.435,3,6.4,21,7.472,29
tholt-j,9.607,66.07,7.054,9,9.084,479,7.912,7,9.2,109,9.211,161
tholt-j,13.428,48.579,11.341,39,10.895,1199,11.763,12,14.4,255,12.874,412
tholt-j,12.061,57.009,9.707,22,9.771,803,10.221,9,12.4,178,11.563,273
tholt-j,10.776,-0.1505,18.493,52,6.241,1719,15.5445,5,17,358,10.332,569
tholt-j,9.473,71.846,5.536,37,9.044,1504,5.971,30,8.8,330,9.083,483
tholt-j,8.842,63.02,9.91,1,6.76,100,10.68,1,11.6,25,8.477,35
tholt-j,6.427,80.9,3.374,1,6.799,113,4.128,3,4.4,26,6.162,36
tholt-j,22.361,-7.642,36.628,34,14.91,1048,30.97,3,33.2,201,21.439,348
tholt-j,10.794,66.177,7.923,18,10.402,702,7.805,10,10.4,152,10.348,225
tholt-j,11.038,66.618,7.622,23,9.005,885,8.149,12,10.8,202,10.583,294
tholt-j,13.268,49.601,13.125,63,10.937,2331,12.49,20,14.4,495,12.721,773
tholt-j,11.6635,-3.7795,19.423,25,5.716,712,16.7215,2,18.6,154,11.1825,248
tholt-j,13.024,49.987,10.365,21,12.599,579,10.404,7,13.6,116,12.487,192
tholt-j,12.688,44.585,12.26,14,13.325,491,11.811,5,13.2,96,12.165,162
tholt-j,10.8205,-4.433,20.7315,21,6.258,774,17.247,2,18.6,161,10.374,255
tholt-j,11.855,64.08,7.842,35,9.218,1122,8.528,15,11.6,254,11.367,377
tholt-j,13.559,31.438,23.224,10,12.321,635,19.888,3,20.4,133,13,205
tholt-j,14.068,33.692,15.499,11,13.749,389,14.771,3,15.6,75,13.488,131
tholt-j,11.538,64.403,7.647,13,8.099,465,8.831,6,11.6,110,11.062,161
tholt-j,3.129,93.58,2.301,0,5.437,49,1.573,2,2,11,3,14
tholt-j,12.636,53.529,11.338,36,12.201,1226,10.551,13,13.2,249,12.115,394
